Argentina,Belgium,Brazil,Norway,Spain,Sweden,Thailand
4.964250522578164,8.674579209682783,10.402874095791741,5.636745169436265,12.689564450210835,5.592221716840648,7.18554495822359
2.868531590974715,6.045481668034456,6.28710902163698,3.255868698392966,9.297759302960047,3.2756971118896994,4.287913061377871
2.1080309393690824,4.8797322721551915,4.564284550622025,2.265727359388468,7.319659334998949,2.3073747974292624,2.9080688007067708
1.7167493141343257,4.2062827862891545,3.579085204929474,1.8531473037059447,5.952789855586137,1.8801842322718447,2.1759539823381866
1.4877271442620605,3.7960063642029005,2.9798767456654955,1.6922565579823958,4.973969283203311,1.7229231797655895,1.7394968421357235
1.33438347464902,3.554177305427394,2.6450163044268287,1.6409471558482598,4.254383065355563,1.6866661574091597,1.4628130063392641
1.2269992474797444,3.396969362329931,2.466688762029246,1.6330600850933266,3.770371371089727,1.708324881277189,1.2827834239301585
1.1576001663402904,3.26520847809381,2.384725092133376,1.636272152765518,3.463838543047996,1.7552309725756587,1.1544112749828095
1.1214038027989597,3.1450726359244263,2.359734299493105,1.6219735453904087,3.257182691064819,1.811682227650618,1.046427353553832
1.1041836771303613,3.019102110946618,2.359957243265408,1.5917913498140246,3.1017680579827407,1.8693954603734013,0.9535895014205424
1.1059660725610405,2.884018866133572,2.358285836768051,1.5405479459710076,2.973924786505516,1.9296575605315796,0.87352701991863
1.1210370119300999,2.744951469790206,2.339151595710029,1.4723578132618116,2.8441198793507474,1.9769642449428657,0.7992935069241627
1.1385405266611641,2.5956362155491552,2.287129052601,1.3898693533282873,2.7010790263298454,2.0072662267500396,0.7343791941022492
1.151356656621977,2.425199688128465,2.1992911162542153,1.2986274067534025,2.546607126951382,2.013649548176709,0.6789934491517216
1.159045612545374,2.2337076147103403,2.0893825844194613,1.2041722475129144,2.3769485825031276,1.9929241785163552,0.6320100947594541
1.1632323709501777,2.027446365555472,1.978804709523928,1.1084593280030943,2.1959553531169576,1.9511571276042088,0.5935828045147918
1.1656157097037512,1.8231288748741346,1.872922463800827,1.0173613891319977,2.0059925191286285,1.8990238990240693,0.5644603355748056
1.1690710976091887,1.6373684251482972,1.785094147773116,0.9375463781933203,1.8160078639933117,1.835702388690151,0.5446964128514593
1.1804892230807078,1.4870804317098936,1.7209350115496678,0.8678796178919619,1.6340815780900333,1.7663303774335883,0.5330809252102817
1.1956950825026031,1.3786550302191836,1.6691936347191938,0.8054448125548893,1.4700405199358915,1.6890014889374467,0.5286489143453391
1.2132181775064979,1.3031277853478072,1.6208756332586276,0.7520002314928632,1.325938112989988,1.6047566423453385,0.5324144953174232
1.234446654156877,1.2442398636031198,1.5849330167301559,0.7026876250712979,1.205206805608323,1.5173435697565516,0.5407529917127468
1.2592514072327592,1.2053891737157836,1.5601132034047986,0.6625858502938005,1.105466397220571,1.4345275804213458,0.5502383660307885
1.2806100874665476,1.1750288753369427,1.5479709444749654,0.6325306367819725,1.0218762009552604,1.36291865573822,0.5723414692149892
1.296596633687226,1.148149716493004,1.547756536761695,0.608652867927957,0.9502173410809666,1.3082354763148918,0.5993234460646661
1.3063516243022473,1.1268237940934231,1.5636955208648335,0.5983785972415081,0.890560758297872,1.2653207321092628,0.6275081468103387
1.3022568018358631,1.1148086672429407,1.5805235099277626,0.6036404134781564,0.8459351693486103,1.2309584474482496,0.6538858993848701
1.2794848505216596,1.1006024655904454,1.5926570093464447,0.6147973658103573,0.8142750024793586,1.2002303331193562,0.6782763813008938
1.2423373305264376,1.085708231571637,1.6067682720705276,0.634079513645817,0.7992511300866305,1.1726547822586055,0.6845852893176175
1.2019311089286373,1.0677729802230722,1.6300291397468332,0.6654551834012059,0.7981888997713456,1.1519902457513018,0.6797722498208254
1.161484581014753,1.0479060012709336,1.656286560744048,0.698606813529392,0.8093906380397223,1.1437383012605749,0.6666300279711229
1.1354061452875557,1.029568833232069,1.6954442421545792,0.7359835798682456,0.8210128698054049,1.1496412796572575,0.643467342472424
1.1263515578808994,1.0099361983162556,1.7405327467383578,0.7682809703517383,0.8364471631939046,1.1677342973725258,0.6176313148113154
1.1405577490359895,0.9906651958407701,1.7773129469094444,0.7913317876247016,0.8511112541758865,1.1890721605590098,0.5827795595800379
1.1743539539242784,0.9691321186456727,1.8004700272329577,0.8058424564223948,0.8670409607642315,1.2031714321399758,0.5421506946135308
1.22954489019196,0.9442172063160117,1.8042157002311727,0.8126953931560128,0.8865766265560162,1.2099989088912642,0.5005572987414328
1.3006701232061453,0.913044108026623,1.7937583623666276,0.8133445146398809,0.9106077570670039,1.2069486739085153,0.466356991882169
1.3616177370608635,0.8782032363849225,1.771015418102808,0.8096485003932539,0.9326325817381904,1.1990835057703084,0.43275238747966205
1.4278465882567408,0.8399985101729434,1.7440651113683043,0.803055133978267,0.9503586594366074,1.1861741052498542,0.4155839689586828
1.497227622826329,0.8016230452196638,1.7183577511912784,0.7898318652915106,0.9624133057302132,1.1735907902469296,0.41945957850926424
1.566123143894867,0.7639464261531522,1.6932225773983631,0.7730751780023619,0.9690443549437397,1.1523540844482785,0.4411961200156111
1.630381045937885,0.7263278559063097,1.6625778208028776,0.755654173264138,0.9708379677493751,1.123168606723163,0.46416551291879676
1.6875892221044073,0.6871271764752964,1.6335331975005971,0.7440431011906945,0.9718371886631803,1.085448114764772,0.4858676981562985
1.7379249884596664,0.6480869965591116,1.608279505086616,0.739534794933844,0.9705891833425182,1.0485460055839588,0.5080784024692138
1.778790094264688,0.6154323206525049,1.5964382943140096,0.7461178906667009,0.9638832412113337,1.0153515027763627,0.530603239380645
1.8129303790395874,0.5938406543252156,1.588137981373116,0.7625298382263045,0.9422452376605048,0.9945223003446992,0.5530559012023831
1.838335262358343,0.5865287051492756,1.579782272585882,0.7822814543876591,0.9111463117401003,0.9883714445541895,0.5771999918882661
1.86018608505721,0.59750197211749,1.5660541496396596,0.7969911375829417,0.8724760952606003,0.9921318257280666,0.6007588355701896
1.8671842971352755,0.6267148586651532,1.5441133428825013,0.8078528162536766,0.8328331116344934,0.9986848891028375,0.6224560110978081
,0.6668157083822228,1.5114765655896958,0.8125038689194276,0.8017302906444131,1.009500240922894,0.6429196971141735
,0.7104454931190456,1.470142126832443,0.8085848953501883,0.7854690637237461,1.024119378957475,0.6643626728483324
,0.7517002272984822,1.422334981798,0.8074587898697985,0.7817881630041653,1.0413810020703307,0.6658026383547481
